word,meaning,commentary,example,example_meaning,Wordtype
dependence,頼ること；依存,"(…に)頼ること,(…への)依存,依頼《+『on(upon)』+『名』》 
(…への)信頼,信用《+『on』+『名』》","for the first time in world history, mechanical reproduction emancipates the work of art from its parasitical dependence on ritual. 
","歴史 上 、 初めて 機械 的 な 複製 は アート 作品 を 儀式 的 な もの に 寄生 し て 頼ら なけれ ば なら ない と いう こと から 解き放っ た の だ 。
",TSL
destination,"目的地, 到達地, 行き先；最終目標","(旅行・航海などの)『目的地』,行き先;(物の)『送付先』,到着地",They made straight for their destination.,彼らは目的地へ向かってまっすぐすすんだ。,TSL
detach,"【動/他】を引き離す,分離する,取り外す；派遣する【動/自】離れる","(…から)…‘を'引き離す,分離する,取り外す《+『名』+『from』+『名』》 
(特別任務に)〈部隊・軍艦など〉‘を'派遣する,分遣する",His retina detached and he had to be rushed into surgery,彼の網膜は分離し、彼は手術を急がなければならなかった,TSL
deteriorate,悪化する；悪くなる；低下する,"…‘を'悪化させる;…‘の'品質などを低下させる 
〈人格・品質・価値などが〉悪化する,低下する",Corporate results deteriorated because of recession.,不況のため企業業績は悪化した。,TSL
diagnose,【動/他】（病気）を診断する,【動/他】（病気）を診断する,"As a result, he was diagnosed with insomnia and anxiety neurosis near the end of May.",その結果、５月下旬に不安神経症や不眠症と診断された。,TSL
diagram,図；図式；運行計画表；図で示す,"説明図,略図;図表,予定表,グラフ;図解 
…‘を'図解する,図示する,‘の'図表を作る",These diagrams demonstrate different possible approaches to job seeking.,これらの図式は求職に関する様々なアプローチを示している。,TSL
dial,文字盤；調整つまみ；ダイヤルを回す,"(時計の)『文字盤』;(各種計器類の)目盛り盤,指針盤 
(ラジオ・テレビの)『ダイヤル』 
(電話の)ダイヤル 
日時計(sundial) 
〈ラジオ・テレビ〉‘の'ダイヤルを回す;〈番組・波長〉‘に'ダイヤルを合わせる 
〈電話・番号〉‘の'ダイヤルを回す;〈人〉‘に'電話をかける 
(電話の)ダイヤルを回す","In case of fire, you should dial 119 immediately.",出火の際は、すぐに１１９番に電話しなければならない。,TSL
diamond,ダイヤモンド,"『ダイヤモンド』,ダイヤ,金剛石 
ガラス切り 
菱(ひし)形[のもの] 
(カードの)ダイヤの札 
(野球の)内野;野球場 
ダイヤモンド製の;ダイヤモンド入りの 
ダイヤモンド形の 
ダイヤモンド記念の(結婚記念日などが75回目,または60回目)","When she returned to her room, the diamond ring was gone.",彼女が部屋に帰ってみると、ダイヤの指輪は消えていた。,TSL
discard,"【動/他】を処分する,廃棄する,捨てる【名/C】捨て札【U】処分,放棄.","〈不用品・習慣など〉‘を'『捨てる』,廃棄する 
〈人〉‘を'解雇する 
(カードゲームで)〈不用の札〉‘を'捨てる 
〈C〉捨てられた物)人) 
〈U〉廃棄 
〈U〉(カードゲームで)手札の投げ出し〈C〉捨て札",His plan was discarded.,彼の計画は退けられた。,TSL
dispatch,ディスパッチ；公文書；派遣する；発送する,"(…へ)〈電報・手紙など〉‘を'『送る』,〈使者・軍隊など〉‘を'急送する,特派する《+『名』+『to』+『名』》 
〈仕事・食事など〉‘を'手早く済ませる 
《遠回しに》…‘を'殺す(kill) 
〈U〉『急送』;急派,特派 
〈U〉(仕事などの)敏速な処理,手早さ 
〈C〉ニュース特報,至急報;急送公文書",Japanese government finally dispatched the SDF to Iraq.,日本政府がついにイラクに自衛隊を派遣した,TSL
distract,そらす；紛らわせる；散らす；気晴らしをする,"(…から)〈人〉‘の'『注意』(『気持ち』,『関心』)『をそらす』,〈注意・心など〉‘を'『そらす』《+『名』+『from』+『名』》 
《しばしば受動態で》〈人〉‘の'『心を乱す』,‘を'まごつかせる,当惑させる《+『名』+『with』(『by』)+『名』》",That sound distracted my attention from reading.,その物音で読書の気をそらされた。,TSL
distraction,"【名/U】気を散らすこと；狂気【C】気を散らすもの,気晴らし","〈U〉気を散らすこと,注意散漫 
〈C〉気を散らすもの,気晴らし 
〈U〉精神錯乱,狂気","Clearly, this is at bottom the same ancient lament that the masses seek distraction whereas art demands concentration from the spectator.
","あきらか に 、 この 見方 は 、 アート が 観る もの に対して 集中 する こと を 要求 する ところ 、 大衆 は たんに 気 を 紛らす もの を 探す という 、 昔ながら の 悲観 的 な もの の 見方 と 相 通 ずる もの が ある 。
",TSL
dividend,配当,"配当;配当金 
被除数",The bank has raised its dividend by 20%.,その銀行は二割増配ですよ。,TSL
dock,船渠；港湾施設；波止場；ドックに入れる,(刑事法廷の)被告席,the ship arrived at the dock more than a day late,船は、1日以上遅れて、ドックに到着した,TSL
documentary,記録作品；事実を記録した；公文書の,"『文書の』,文書に基づく,文書から成る 
『事実を扱った』,事実を伝える 
(映画・テレビなどの)記録もの,実録,ドキュメンタリー","Those are different from the documentary study of history.
","その よう な 見方 は 、 歴史 における 考証 と は 違う 範疇 に 属し て いる 。
",TSL
dull,鈍い,"(刃・先端が)『鈍い』,なまくらの 
(光・音・色などが)『鈍い』,はっきりしない 
(天気・空が)どんよりした,曇った,うっとうしい 
(感覚が)鈍い 
頭の鈍い,愚鈍な 
(痛みが)鈍い 
退屈な,おもしろくない 
(人が)元気のない;(商売などが)不活発な 
〈刃など〉‘を'『鈍らせる』,〈痛みなど〉‘を'鈍くする,ある程度まで和らげる,〈光・色など〉‘を'曇らせる 
『鈍くなる』,曇る,ぼんやりする",A cold dulled his taste.,風邪で彼の味覚は鈍くなっていた。,TSL
duration,期間,"【名/U】（時間の）持続,存続,継続
存続期間,持続時間",You can set the transition effect duration to be between 1-60 seconds.,あなたはトランジッション効果の持続時間を１秒から６０秒の間で設定できます,TSL
dynamic,動的,"【形】動力の,動的な
（人・思想などが）精力的な,活力のある","Boston Dynamic's robot, RHex, is an amazing piece of work that can run over various terrains.",Boston Dynamicsのロボット「RHex」は、いろんな地形を走れるすごいやつです。,TSL
elegant,優雅な；優美な；上品な；簡潔な,"(人・服装・デザインなどが)『優雅な』,上品な;(趣味・習慣などが)『風雅な』,高雅な 
みごとな,すばらしい;要を得た,的確な",The high performance and the elegant design of this model have combined to give it a high reputation.,性能のよさとデザインの優美さが両々相まって本機種の声価を高めてきた。,TSL
eligible,適格,"適格な,適任の,選ばれる資格のある 
有資格者,適格者","If he were a little younger, he would be eligible for the post.",彼がもう少し若ければその地位に適任なのだが。,TSL
embassy,大使館,"〈C〉『大使館』 
〈U〉大使の任務(職) 
〈C〉《集合的に》大使館員 
〈C〉使節団",Lord T. was considered singularly licentious even for the courts of Russia and Portugal; he acquired three wives and fourteen children during his Portuguese embassy alone,T卿は、ロシアとポルトガルの法廷でさえ著しく不道徳であると思われた；彼はポルトガル大使館の単身勤務の間に、3人の妻と14人の子供を得た,TSL
enclose,【動/他】を同封する；を囲む,"(さく・壁などで)…‘を'『囲む』(surround)《+『名』+『with』(『by』)+『名』》 
(手紙などに)…‘を'『同封する』《+『名』+『with』(『in』)+『名』》",Enclosed is our company profile.,弊社の会社案内を同封いたします。,TSL
